trade_id,direction,entry_time,entry_price,exit_time,exit_price,size,pnl,fee,net_pnl,capital_after,note
155,SHORT,2025-12-01 23:34:00,86623.31,2025-12-02 00:00:00,86322.3,0.1,30.100999999999477,0.0,30.100999999999477,10261.548999999979,
156,LONG,2025-12-02 00:00:00,86322.3,2025-12-02 00:02:00,86292.01,0.1,-3.0290000000008153,0.0,-3.0290000000008153,10258.519999999979,
157,SHORT,2025-12-02 00:02:00,86292.01,2025-12-02 00:04:00,86311.01,0.1,-1.9000000000000001,0.0,-1.9000000000000001,10256.619999999979,
158,LONG,2025-12-02 00:04:00,86311.01,2025-12-02 00:05:00,86357.06,0.1,4.605000000000291,0.0,4.605000000000291,10261.224999999979,
159,SHORT,2025-12-02 00:05:00,86357.06,2025-12-02 00:06:00,86410.76,0.1,-5.36999999999971,0.0,-5.36999999999971,10255.85499999998,
160,LONG,2025-12-02 00:06:00,86410.76,2025-12-02 00:12:00,86405.18,0.1,-0.5580000000001747,0.0,-0.5580000000001747,10255.296999999979,
161,SHORT,2025-12-02 00:12:00,86405.18,2025-12-02 00:19:00,86320.0,0.1,8.517999999999303,0.0,8.517999999999303,10263.814999999979,
162,LONG,2025-12-02 00:19:00,86320.0,2025-12-02 00:20:00,86212.67,0.1,-10.733000000000175,0.0,-10.733000000000175,10253.081999999979,
163,SHORT,2025-12-02 00:20:00,86212.67,2025-12-02 00:25:00,86367.25,0.1,-15.458000000000176,0.0,-15.458000000000176,10237.623999999978,
164,LONG,2025-12-02 00:25:00,86367.25,2025-12-02 00:44:00,86347.15,0.1,-2.010000000000582,0.0,-2.010000000000582,10235.613999999978,
165,SHORT,2025-12-02 00:44:00,86347.15,2025-12-02 00:48:00,86420.42,0.1,-7.327000000000408,0.0,-7.327000000000408,10228.286999999977,
166,LONG,2025-12-02 00:48:00,86420.42,2025-12-02 00:55:00,86464.77,0.1,4.435000000000582,0.0,4.435000000000582,10232.721999999978,
167,SHORT,2025-12-02 00:55:00,86464.77,2025-12-02 01:01:00,86566.64,0.1,-10.186999999999536,0.0,-10.186999999999536,10222.534999999978,
168,LONG,2025-12-02 01:01:00,86566.64,2025-12-02 01:13:00,86742.02,0.1,17.538000000000466,0.0,17.538000000000466,10240.072999999978,
169,SHORT,2025-12-02 01:13:00,86742.02,2025-12-02 01:24:00,86736.71,0.1,0.5309999999997672,0.0,0.5309999999997672,10240.603999999978,
170,LONG,2025-12-02 01:24:00,86736.71,2025-12-02 01:32:00,86708.86,0.1,-2.7850000000005823,0.0,-2.7850000000005823,10237.818999999978,
171,SHORT,2025-12-02 01:32:00,86708.86,2025-12-02 01:40:00,86672.6,0.1,3.6259999999994763,0.0,3.6259999999994763,10241.444999999978,
172,LONG,2025-12-02 01:40:00,86672.6,2025-12-02 01:42:00,86631.01,0.1,-4.1590000000011065,0.0,-4.1590000000011065,10237.285999999976,
173,SHORT,2025-12-02 01:42:00,86631.01,2025-12-02 02:04:00,86465.89,0.1,16.511999999999535,0.0,16.511999999999535,10253.797999999975,
174,LONG,2025-12-02 02:04:00,86465.89,2025-12-02 02:06:00,86356.0,0.1,-10.988999999999942,0.0,-10.988999999999942,10242.808999999976,
175,SHORT,2025-12-02 02:06:00,86356.0,2025-12-02 02:11:00,86567.38,0.1,-21.138000000000467,0.0,-21.138000000000467,10221.670999999975,
176,LONG,2025-12-02 02:11:00,86567.38,2025-12-02 02:24:00,86792.49,0.1,22.51100000000006,0.0,22.51100000000006,10244.181999999975,
177,SHORT,2025-12-02 02:24:00,86792.49,2025-12-02 02:25:00,86819.55,0.1,-2.7059999999997673,0.0,-2.7059999999997673,10241.475999999975,
178,LONG,2025-12-02 02:25:00,86819.55,2025-12-02 02:29:00,86676.59,0.1,-14.29600000000064,0.0,-14.29600000000064,10227.179999999975,
179,SHORT,2025-12-02 02:29:00,86676.59,2025-12-02 02:33:00,86754.84,0.1,-7.825,0.0,-7.825,10219.354999999974,
180,LONG,2025-12-02 02:33:00,86754.84,2025-12-02 02:39:00,86744.18,0.1,-1.0660000000003493,0.0,-1.0660000000003493,10218.288999999973,
181,SHORT,2025-12-02 02:39:00,86744.18,2025-12-02 03:03:00,86574.58,0.1,16.959999999999127,0.0,16.959999999999127,10235.248999999973,
182,LONG,2025-12-02 03:03:00,86574.58,2025-12-02 03:05:00,86460.48,0.1,-11.410000000000583,0.0,-11.410000000000583,10223.838999999973,
183,SHORT,2025-12-02 03:05:00,86460.48,2025-12-02 03:10:00,86554.0,0.1,-9.352000000000407,0.0,-9.352000000000407,10214.486999999972,
184,LONG,2025-12-02 03:10:00,86554.0,2025-12-02 03:16:00,86557.99,0.1,0.3990000000005239,0.0,0.3990000000005239,10214.885999999973,
185,SHORT,2025-12-02 03:16:00,86557.99,2025-12-02 03:36:00,86368.56,0.1,18.943000000000758,0.0,18.943000000000758,10233.828999999974,
186,LONG,2025-12-02 03:36:00,86368.56,2025-12-02 03:50:00,86822.63,0.1,45.4070000000007,0.0,45.4070000000007,10279.235999999975,
187,SHORT,2025-12-02 03:50:00,86822.63,2025-12-02 03:54:00,86843.13,0.1,-2.0500000000000003,0.0,-2.0500000000000003,10277.185999999976,
188,LONG,2025-12-02 03:54:00,86843.13,2025-12-02 04:16:00,87106.9,0.1,26.376999999998954,0.0,26.376999999998954,10303.562999999975,
189,SHORT,2025-12-02 04:16:00,87106.9,2025-12-02 04:17:00,87213.47,0.1,-10.6570000000007,0.0,-10.6570000000007,10292.905999999974,
190,LONG,2025-12-02 04:17:00,87213.47,2025-12-02 04:22:00,87076.43,0.1,-13.704000000000816,0.0,-13.704000000000816,10279.201999999972,
191,SHORT,2025-12-02 04:22:00,87076.43,2025-12-02 04:36:00,87049.51,0.1,2.6919999999998256,0.0,2.6919999999998256,10281.893999999971,
192,LONG,2025-12-02 04:36:00,87049.51,2025-12-02 04:42:00,86948.87,0.1,-10.063999999999943,0.0,-10.063999999999943,10271.82999999997,
193,SHORT,2025-12-02 04:42:00,86948.87,2025-12-02 04:47:00,87015.67,0.1,-6.680000000000291,0.0,-6.680000000000291,10265.14999999997,
194,LONG,2025-12-02 04:47:00,87015.67,2025-12-02 04:56:00,86960.0,0.1,-5.566999999999826,0.0,-5.566999999999826,10259.582999999971,
195,SHORT,2025-12-02 04:56:00,86960.0,2025-12-02 05:02:00,86982.02,0.1,-2.2020000000004076,0.0,-2.2020000000004076,10257.38099999997,
196,LONG,2025-12-02 05:02:00,86982.02,2025-12-02 05:04:00,86929.34,0.1,-5.268000000000757,0.0,-5.268000000000757,10252.11299999997,
197,SHORT,2025-12-02 05:04:00,86929.34,2025-12-02 05:10:00,86981.0,0.1,-5.166000000000349,0.0,-5.166000000000349,10246.94699999997,
198,LONG,2025-12-02 05:10:00,86981.0,2025-12-02 05:17:00,86989.11,0.1,0.8110000000000582,0.0,0.8110000000000582,10247.757999999969,
199,SHORT,2025-12-02 05:17:00,86989.11,2025-12-02 05:43:00,86928.37,0.1,6.074000000000524,0.0,6.074000000000524,10253.83199999997,
200,LONG,2025-12-02 05:43:00,86928.37,2025-12-02 05:52:00,86978.0,0.1,4.963000000000466,0.0,4.963000000000466,10258.79499999997,
201,SHORT,2025-12-02 05:52:00,86978.0,2025-12-02 06:13:00,86922.45,0.1,5.555000000000291,0.0,5.555000000000291,10264.34999999997,
