time,equity,position
2025-12-08 10:00:00,10123.180999999953,-1
2025-12-08 11:00:00,10114.971999999954,1
2025-12-08 12:00:00,10087.378999999954,-1
2025-12-08 13:00:00,10057.376999999955,-1
2025-12-08 14:00:00,9961.970999999952,-1
2025-12-08 15:00:00,9910.085999999952,1
2025-12-08 16:00:00,9860.826999999952,1
2025-12-08 17:00:00,9822.170999999951,1
2025-12-08 18:00:00,9818.548999999948,-1
2025-12-08 19:00:00,9766.390999999945,-1
2025-12-08 20:00:00,9711.702999999949,-1
2025-12-08 21:00:00,9758.885999999946,1
2025-12-08 22:00:00,9743.730999999943,-1
2025-12-08 23:00:00,9753.266999999943,1
2025-12-09 00:00:00,9790.987999999945,-1
2025-12-09 01:00:00,9826.534999999947,1
2025-12-09 02:00:00,9756.052999999945,-1
2025-12-09 03:00:00,9716.627999999946,1
2025-12-09 04:00:00,9711.527999999946,1
2025-12-09 05:00:00,9722.425999999947,-1
2025-12-09 06:00:00,9750.498999999947,1
2025-12-09 07:00:00,9744.380999999948,1
2025-12-09 08:00:00,9736.168999999949,-1
2025-12-09 09:00:00,9765.419999999947,-1
2025-12-09 10:00:00,9710.137999999944,1
2025-12-09 11:00:00,9696.331999999942,1
2025-12-09 12:00:00,9666.226999999939,-1
2025-12-09 13:00:00,9702.78199999994,1
2025-12-09 14:00:00,9668.957999999939,1
2025-12-09 15:00:00,9844.491999999937,1
2025-12-09 16:00:00,9948.757999999938,-1
2025-12-09 17:00:00,9927.183999999936,-1
2025-12-09 18:00:00,9910.482999999935,1
2025-12-09 19:00:00,9898.341999999935,-1
2025-12-09 20:00:00,9892.950999999934,1
2025-12-09 21:00:00,9892.966999999935,1
2025-12-09 22:00:00,9892.818999999936,1
2025-12-09 23:00:00,9881.026999999933,-1
2025-12-10 00:00:00,9828.515999999932,-1
2025-12-10 01:00:00,9805.698999999933,1
2025-12-10 02:00:00,9854.164999999937,1
2025-12-10 03:00:00,9833.204999999938,-1
2025-12-10 04:00:00,9833.788999999939,1
2025-12-10 05:00:00,9827.682999999937,-1
2025-12-10 06:00:00,9829.352999999935,1
2025-12-10 07:00:00,9784.437999999936,1
2025-12-10 08:00:00,9770.534999999936,-1
2025-12-10 09:00:00,9801.981999999936,1
2025-12-10 10:00:00,9864.49299999994,1
2025-12-10 11:00:00,9886.347999999938,1
2025-12-10 12:00:00,9826.952999999934,1
2025-12-10 13:00:00,9803.83299999993,1
2025-12-10 14:00:00,9787.200999999926,-1
2025-12-10 15:00:00,9742.485999999924,1
2025-12-10 16:00:00,9663.981999999922,-1
2025-12-10 17:00:00,9637.721999999922,1
2025-12-10 18:00:00,9592.588999999924,-1
2025-12-10 19:00:00,9547.71399999992,1
2025-12-10 20:00:00,9516.811999999918,-1
2025-12-10 21:00:00,9501.65899999992,-1
2025-12-10 22:00:00,9443.40099999992,1
2025-12-10 23:00:00,9409.419999999918,-1
2025-12-11 00:00:00,9468.87199999992,1
2025-12-11 01:00:00,9474.43499999992,-1
2025-12-11 02:00:00,9482.80899999992,1
2025-12-11 03:00:00,9512.759999999918,1
2025-12-11 04:00:00,9473.805999999919,1
2025-12-11 05:00:00,9461.11499999992,1
2025-12-11 06:00:00,9481.09799999992,1
2025-12-11 07:00:00,9452.329999999918,1
2025-12-11 08:00:00,9449.505999999916,1
2025-12-11 09:00:00,9437.753999999917,-1
2025-12-11 10:00:00,9428.009999999915,1
2025-12-11 11:00:00,9415.763999999912,1
2025-12-11 12:00:00,9427.667999999914,-1
2025-12-11 13:00:00,9386.593999999912,1
2025-12-11 14:00:00,9418.310999999912,-1
2025-12-11 15:00:00,9421.049999999914,1
2025-12-11 16:00:00,9441.815999999915,-1
2025-12-11 17:00:00,9411.581999999915,-1
2025-12-11 18:00:00,9439.916999999918,-1
2025-12-11 19:00:00,9504.381999999918,-1
2025-12-11 20:00:00,9571.409999999914,1
2025-12-11 21:00:00,9754.525999999914,-1
2025-12-11 22:00:00,9710.274999999912,1
2025-12-11 23:00:00,9659.71299999991,-1
2025-12-12 00:00:00,9656.09299999991,-1
