time,equity,position
2025-12-11 07:00:00,9402.327999999949,-1
2025-12-11 08:00:00,9420.279999999952,1
2025-12-11 09:00:00,9401.329999999953,-1
2025-12-11 10:00:00,9392.13799999995,1
2025-12-11 11:00:00,9351.035999999944,1
2025-12-11 12:00:00,9335.299999999947,-1
2025-12-11 13:00:00,9309.355999999947,1
2025-12-11 14:00:00,9363.542999999949,1
2025-12-11 15:00:00,9420.881999999949,1
2025-12-11 16:00:00,9441.64799999995,-1
2025-12-11 17:00:00,9413.08599999995,-1
2025-12-11 18:00:00,9441.420999999951,-1
2025-12-11 19:00:00,9534.77199999995,-1
2025-12-11 20:00:00,9587.251999999948,1
2025-12-11 21:00:00,9619.385999999946,-1
2025-12-11 22:00:00,9598.406999999943,1
2025-12-11 23:00:00,9535.522999999941,-1
2025-12-12 00:00:00,9531.90299999994,-1
